nim,nama,jenis_kelamin,program_studi,angkatan,semester,status_akademik,ipk,sks_lulus,kehadiran_persen,golongan_ukt,nominal_ukt,tunggakan_ukt,status_pembayaran,dosen_pa
23020015,Indah Pratama,P,S1 Sistem Informasi,2023,7,Aktif,3.12,108,80.6,8,8500000,0,Lunas,"Dwi Handayani, M.Kom"
23020016,Andre Lestari,L,S1 Sistem Informasi,2023,7,Aktif,3.79,116,87.1,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23020017,Kartika Lestari,P,S1 Sistem Informasi,2023,7,Aktif,2.75,118,71.4,1,500000,0,Lunas,Dr. Arief Rahman
23020018,Elsa Syahputra,P,S1 Sistem Informasi,2023,7,Aktif,3.07,106,86.7,7,7000000,0,Lunas,"Dwi Handayani, M.Kom"
23020019,Wahyu Pratama,L,S1 Sistem Informasi,2023,7,Aktif,2.54,107,62.0,5,4600000,2300000,Cicilan,"Rizal Fadhillah, M.T"
23020020,Lutfi Wibowo,L,S1 Sistem Informasi,2023,7,Aktif,2.68,113,70.3,8,8500000,0,Lunas,Dr. Sri Wahyuni
23020021,Bagas Santoso,L,S1 Sistem Informasi,2023,7,Aktif,3.53,120,84.1,7,7000000,0,Lunas,"Hendra Gunawan, M.Kom"
23020022,Rizky Maulana,L,S1 Sistem Informasi,2023,7,Aktif,3.21,121,74.1,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
23020023,Gita Ramadhan,P,S1 Sistem Informasi,2023,7,Aktif,2.75,116,75.9,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23020024,Bimo Anggraini,L,S1 Sistem Informasi,2023,7,Aktif,3.82,117,85.4,5,4600000,4600000,Menunggak,Dr. Arief Rahman
23020025,Bagas Rahmawati,L,S1 Sistem Informasi,2023,7,Aktif,3.67,110,83.9,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
23020026,Lutfi Syahputra,L,S1 Sistem Informasi,2023,7,Aktif,3.0,108,67.6,5,4600000,4600000,Menunggak,"Hendra Gunawan, M.Kom"
23020027,Maya Anggraini,P,S1 Sistem Informasi,2023,7,Aktif,2.63,107,76.8,1,500000,0,Lunas,"Dwi Handayani, M.Kom"
23020028,Gilang Lestari,L,S1 Sistem Informasi,2023,7,Aktif,2.95,117,81.5,6,5800000,0,Lunas,"Yuni Kartika, M.T"
23020029,Andre Pratama,L,S1 Sistem Informasi,2023,7,Non-Aktif,4.0,124,89.5,3,2400000,3600000,Menunggak,"Ir. Bambang Setyo, M.Kom"
23020030,Vina Ramadhan,P,S1 Sistem Informasi,2023,7,Aktif,3.09,115,92.7,2,1000000,0,Lunas,Dr. Sri Wahyuni
23020031,Wahyu Saputra,L,S1 Sistem Informasi,2023,7,Aktif,3.45,118,76.8,6,5800000,0,Lunas,Dr. Sri Wahyuni
23020032,Rizky Wibowo,L,S1 Sistem Informasi,2023,7,Aktif,2.0,106,66.5,3,2400000,2400000,Menunggak,"Dwi Handayani, M.Kom"
23020033,Dewi Lestari,P,S1 Sistem Informasi,2023,7,Aktif,3.55,117,79.5,5,4600000,0,Lunas,"Yuni Kartika, M.T"
23020034,Ahmad Setiawan,L,S1 Sistem Informasi,2023,7,Aktif,3.74,119,84.5,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
23020035,Gita Permata,P,S1 Sistem Informasi,2023,7,Aktif,3.09,119,92.0,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
23020036,Fikri Kusuma,L,S1 Sistem Informasi,2023,7,Aktif,2.79,107,61.4,3,2400000,0,Lunas,Dr. Sri Wahyuni
23020037,Fikri Maulana,L,S1 Sistem Informasi,2023,7,Aktif,2.8,108,82.5,2,1000000,0,Lunas,Dr. Sri Wahyuni
23020038,Galih Utami,L,S1 Sistem Informasi,2023,7,Aktif,3.35,114,87.5,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
23020039,Aditya Permata,L,S1 Sistem Informasi,2023,7,Aktif,3.63,115,87.7,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
23020040,Fikri Utami,L,S1 Sistem Informasi,2023,7,Aktif,4.0,123,84.6,6,5800000,5800000,Menunggak,Dr. Sri Wahyuni
23020041,Putri Hidayat,P,S1 Sistem Informasi,2023,7,Aktif,2.62,117,79.0,7,7000000,14000000,Menunggak,Dr. Sri Wahyuni
23020042,Salsabila Saputra,P,S1 Sistem Informasi,2023,7,Aktif,3.17,114,77.1,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23020043,Joko Rahmawati,L,S1 Sistem Informasi,2023,7,Aktif,2.71,112,69.9,1,500000,1000000,Menunggak,"Rizal Fadhillah, M.T"
23020044,Indah Santoso,P,S1 Sistem Informasi,2023,7,Non-Aktif,2.84,110,80.6,4,3500000,3500000,Menunggak,"Hendra Gunawan, M.Kom"
23020045,Hana Nugroho,P,S1 Sistem Informasi,2023,7,Aktif,3.27,115,85.6,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23020046,Ilham Utami,L,S1 Sistem Informasi,2023,7,Aktif,3.52,127,84.2,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
23020047,Melati Saputra,P,S1 Sistem Informasi,2023,7,Aktif,3.53,131,89.1,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
23020048,Vina Saputra,P,S1 Sistem Informasi,2023,7,Aktif,3.52,120,90.6,7,7000000,0,Lunas,"Rizal Fadhillah, M.T"
23020049,Nadia Halim,P,S1 Sistem Informasi,2023,7,Aktif,3.81,122,94.9,5,4600000,0,Lunas,Dr. Arief Rahman
23020050,Ahmad Maulana,L,S1 Sistem Informasi,2023,7,Aktif,3.32,119,86.0,4,3500000,0,Lunas,Dr. Arief Rahman
23020051,Aditya Santoso,L,S1 Sistem Informasi,2023,7,Cuti,3.36,116,86.1,6,5800000,0,Lunas,Dr. Sri Wahyuni
23020052,Laras Halim,P,S1 Sistem Informasi,2023,7,Aktif,3.12,112,86.9,7,7000000,7000000,Menunggak,"Nur Aisyah, M.Sc"
23020053,Citra Nugroho,P,S1 Sistem Informasi,2023,7,Aktif,3.41,111,74.1,2,1000000,500000,Cicilan,"Dwi Handayani, M.Kom"
23020054,Satrio Lestari,L,S1 Sistem Informasi,2023,7,Aktif,4.0,108,95.3,7,7000000,0,Lunas,"Rizal Fadhillah, M.T"
23020055,Andre Wijaya,L,S1 Sistem Informasi,2023,7,Aktif,3.63,106,84.9,7,7000000,0,Lunas,"Hendra Gunawan, M.Kom"
23020056,Rani Pratama,P,S1 Sistem Informasi,2023,7,Non-Aktif,2.86,109,72.9,3,2400000,4800000,Menunggak,"Yuni Kartika, M.T"
23020057,Bimo Hakim,L,S1 Sistem Informasi,2023,7,Aktif,2.51,99,76.0,1,500000,0,Lunas,"Nur Aisyah, M.Sc"
23020058,Dimas Firmansyah,L,S1 Sistem Informasi,2023,7,Aktif,3.04,119,77.3,4,3500000,0,Lunas,"Yuni Kartika, M.T"
23020059,Umar Permata,L,S1 Sistem Informasi,2023,7,Aktif,3.55,105,88.0,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
23020060,Elsa Permata,P,S1 Sistem Informasi,2023,7,Aktif,3.32,119,79.9,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
23020061,Umar Maulana,L,S1 Sistem Informasi,2023,7,Aktif,3.54,115,86.1,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
23020062,Fikri Saputra,L,S1 Sistem Informasi,2023,7,Aktif,2.98,120,72.5,3,2400000,0,Lunas,Dr. Arief Rahman
23020063,Zahra Lestari,P,S1 Sistem Informasi,2023,7,Aktif,3.49,115,95.0,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
23020064,Anisa Hidayat,P,S1 Sistem Informasi,2023,7,Aktif,2.41,113,74.1,2,1000000,500000,Cicilan,"Dwi Handayani, M.Kom"
23020065,Farah Lestari,P,S1 Sistem Informasi,2023,7,Aktif,3.0,112,87.0,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23020066,Hafiz Wibowo,L,S1 Sistem Informasi,2023,7,Aktif,3.65,116,86.5,8,8500000,12750000,Menunggak,"Dwi Handayani, M.Kom"
23020067,Gita Santoso,P,S1 Sistem Informasi,2023,7,Aktif,3.55,111,72.4,2,1000000,0,Lunas,"Rizal Fadhillah, M.T"
23020068,Ahmad Saputra,L,S1 Sistem Informasi,2023,7,Aktif,2.45,108,76.5,3,2400000,2400000,Menunggak,"Rizal Fadhillah, M.T"
23020069,Dandi Maulana,L,S1 Sistem Informasi,2023,7,Aktif,3.01,102,88.7,3,2400000,4800000,Menunggak,"Dwi Handayani, M.Kom"
23020070,Gilang Firmansyah,L,S1 Sistem Informasi,2023,7,Aktif,3.34,116,81.6,5,4600000,0,Lunas,"Yuni Kartika, M.T"
23020071,Dandi Lestari,L,S1 Sistem Informasi,2023,7,Aktif,2.83,106,74.5,4,3500000,3500000,Menunggak,Dr. Arief Rahman
23020072,Hafiz Saputra,L,S1 Sistem Informasi,2023,7,Aktif,3.17,116,83.9,7,7000000,7000000,Menunggak,Dr. Sri Wahyuni
23020073,Wahyu Kusuma,L,S1 Sistem Informasi,2023,7,Aktif,3.6,124,92.0,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
23020074,Fajar Pratama,L,S1 Sistem Informasi,2023,7,Aktif,3.98,126,88.9,8,8500000,0,Lunas,"Hendra Gunawan, M.Kom"
23020075,Citra Syahputra,P,S1 Sistem Informasi,2023,7,Aktif,3.22,111,84.6,1,500000,0,Lunas,Dr. Arief Rahman
23020076,Andre Setiawan,L,S1 Sistem Informasi,2023,7,Aktif,2.91,121,73.4,3,2400000,4800000,Menunggak,"Ir. Bambang Setyo, M.Kom"
23020077,Vina Syahputra,P,S1 Sistem Informasi,2023,7,Aktif,3.34,107,77.9,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
23020078,Galih Saputra,L,S1 Sistem Informasi,2023,7,Aktif,3.68,110,87.5,8,8500000,4250000,Cicilan,"Dwi Handayani, M.Kom"
23020079,Umar Wibowo,L,S1 Sistem Informasi,2023,7,Aktif,3.41,115,83.9,2,1000000,0,Lunas,"Yuni Kartika, M.T"
23020080,Ilham Nugroho,L,S1 Sistem Informasi,2023,7,Aktif,3.36,104,77.9,3,2400000,1200000,Cicilan,"Yuni Kartika, M.T"
23020081,Yusuf Halim,L,S1 Sistem Informasi,2023,7,Aktif,3.51,125,92.5,5,4600000,4600000,Menunggak,"Hendra Gunawan, M.Kom"
23020082,Lutfi Setiawan,L,S1 Sistem Informasi,2023,7,Aktif,3.55,111,81.4,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
23020083,Dandi Kusuma,L,S1 Sistem Informasi,2023,7,Aktif,3.87,119,91.7,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
23020084,Wahyu Maulana,L,S1 Sistem Informasi,2023,7,Aktif,3.53,116,80.5,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
24040001,Ayu Wijaya,P,D3 Sistem Informasi,2024,5,Aktif,2.94,83,82.4,3,2400000,0,Lunas,"Yuni Kartika, M.T"
24040002,Hafiz Saputra,L,D3 Sistem Informasi,2024,5,Aktif,2.67,73,70.2,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
24040003,Umar Lestari,L,D3 Sistem Informasi,2024,5,Aktif,2.65,92,78.9,7,7000000,0,Lunas,Dr. Arief Rahman
24040004,Reza Pratama,L,D3 Sistem Informasi,2024,5,Aktif,3.3,82,76.7,4,3500000,0,Lunas,Dr. Arief Rahman
24040005,Laras Hakim,P,D3 Sistem Informasi,2024,5,Aktif,2.91,86,79.0,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
24040006,Wahyu Utami,L,D3 Sistem Informasi,2024,5,Non-Aktif,3.03,74,76.9,7,7000000,7000000,Menunggak,"Yuni Kartika, M.T"
24040007,Reza Wibowo,L,D3 Sistem Informasi,2024,5,Aktif,3.05,70,86.8,1,500000,0,Lunas,"Dwi Handayani, M.Kom"
24040008,Satrio Santoso,L,D3 Sistem Informasi,2024,5,Aktif,3.11,80,73.9,5,4600000,0,Lunas,"Yuni Kartika, M.T"
24040009,Rizky Kusuma,L,D3 Sistem Informasi,2024,5,Non-Aktif,4.0,94,91.5,5,4600000,4600000,Menunggak,"Hendra Gunawan, M.Kom"
24040010,Cahaya Wibowo,P,D3 Sistem Informasi,2024,5,Aktif,3.12,62,79.7,5,4600000,0,Lunas,"Yuni Kartika, M.T"
24040011,Gilang Utami,L,D3 Sistem Informasi,2024,5,Cuti,2.61,65,82.9,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
24040012,Laras Firmansyah,P,D3 Sistem Informasi,2024,5,Aktif,2.78,84,85.9,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24040013,Nadia Pratama,P,D3 Sistem Informasi,2024,5,Aktif,2.92,75,71.6,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
24040014,Anisa Nugroho,P,D3 Sistem Informasi,2024,5,Aktif,3.39,79,96.7,5,4600000,0,Lunas,"Yuni Kartika, M.T"
24040015,Bagas Wibowo,L,D3 Sistem Informasi,2024,5,Aktif,3.31,74,85.1,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
24040016,Zahra Anggraini,P,D3 Sistem Informasi,2024,5,Aktif,2.61,84,69.4,6,5800000,5800000,Menunggak,Dr. Sri Wahyuni
24040017,Oktavia Setiawan,P,D3 Sistem Informasi,2024,5,Aktif,3.12,83,86.6,2,1000000,0,Lunas,"Rizal Fadhillah, M.T"
24040018,Fajar Maulana,L,D3 Sistem Informasi,2024,5,Aktif,2.82,68,77.5,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
24040019,Vina Saputra,P,D3 Sistem Informasi,2024,5,Aktif,2.73,80,76.2,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
24040020,Fikri Santoso,L,D3 Sistem Informasi,2024,5,Aktif,2.34,69,74.0,5,4600000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24040021,Bayu Syahputra,L,D3 Sistem Informasi,2024,5,Aktif,3.38,77,88.2,5,4600000,0,Lunas,Dr. Arief Rahman
24040022,Anisa Saputra,P,D3 Sistem Informasi,2024,5,Aktif,2.55,77,71.5,5,4600000,2300000,Cicilan,"Hendra Gunawan, M.Kom"
24040023,Taufik Santoso,L,D3 Sistem Informasi,2024,5,Aktif,3.06,77,80.0,4,3500000,0,Lunas,"Yuni Kartika, M.T"
24040024,Tiara Permata,P,D3 Sistem Informasi,2024,5,Aktif,3.8,81,95.3,1,500000,0,Lunas,"Yuni Kartika, M.T"
24040025,Tiara Rahmawati,P,D3 Sistem Informasi,2024,5,Aktif,3.84,83,84.3,8,8500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24040026,Kartika Rahmawati,P,D3 Sistem Informasi,2024,5,Aktif,2.82,73,77.4,4,3500000,0,Lunas,Dr. Sri Wahyuni
24040027,Rani Rahmawati,P,D3 Sistem Informasi,2024,5,Aktif,2.93,90,81.4,2,1000000,0,Lunas,Dr. Arief Rahman
24040028,Putri Pratama,P,D3 Sistem Informasi,2024,5,Non-Aktif,3.34,81,78.2,1,500000,750000,Menunggak,"Dwi Handayani, M.Kom"
24040029,Fajar Halim,L,D3 Sistem Informasi,2024,5,Aktif,3.49,83,89.4,2,1000000,0,Lunas,"Hendra Gunawan, M.Kom"
24040030,Andini Hakim,P,D3 Sistem Informasi,2024,5,Aktif,3.57,74,89.3,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
24040031,Oktavia Halim,P,D3 Sistem Informasi,2024,5,Aktif,3.21,77,70.3,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24040032,Bayu Nugroho,L,D3 Sistem Informasi,2024,5,Aktif,3.19,70,79.9,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24040033,Bayu Permata,L,D3 Sistem Informasi,2024,5,Aktif,2.8,73,76.1,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
24040034,Taufik Nugroho,L,D3 Sistem Informasi,2024,5,Aktif,2.98,74,70.3,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
24040035,Aditya Syahputra,L,D3 Sistem Informasi,2024,5,Aktif,3.03,77,68.8,7,7000000,0,Lunas,"Rizal Fadhillah, M.T"
24040036,Naufal Lestari,L,D3 Sistem Informasi,2024,5,Aktif,3.3,88,83.9,1,500000,0,Lunas,Dr. Arief Rahman
24040037,Farah Lestari,P,D3 Sistem Informasi,2024,5,Aktif,2.55,76,72.0,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
24010001,Ilham Rahmawati,L,S1 Informatika,2024,5,Aktif,3.24,80,75.4,4,3500000,0,Lunas,"Yuni Kartika, M.T"
24010002,Tiara Nugroho,P,S1 Informatika,2024,5,Aktif,3.69,81,93.0,1,500000,0,Lunas,"Hendra Gunawan, M.Kom"
24010003,Rani Saputra,P,S1 Informatika,2024,5,Aktif,2.71,78,77.9,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
24010004,Umar Hidayat,L,S1 Informatika,2024,5,Aktif,3.99,78,92.7,7,7000000,0,Lunas,"Hendra Gunawan, M.Kom"
24010005,Hana Saputra,P,S1 Informatika,2024,5,Aktif,3.29,68,88.9,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
24010006,Andini Halim,P,S1 Informatika,2024,5,Aktif,3.27,73,76.7,7,7000000,3500000,Cicilan,"Nur Aisyah, M.Sc"
24010007,Reza Santoso,L,S1 Informatika,2024,5,Aktif,3.5,83,90.0,3,2400000,0,Lunas,"Yuni Kartika, M.T"
24010008,Nadia Setiawan,P,S1 Informatika,2024,5,Aktif,2.99,73,73.1,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
24010009,Ayu Halim,P,S1 Informatika,2024,5,Aktif,3.06,68,72.0,4,3500000,0,Lunas,Dr. Arief Rahman
24010010,Dandi Utami,L,S1 Informatika,2024,5,Aktif,2.64,73,72.7,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
24010011,Rani Wibowo,P,S1 Informatika,2024,5,Aktif,3.63,62,78.3,6,5800000,0,Lunas,Dr. Sri Wahyuni
24010012,Gilang Setiawan,L,S1 Informatika,2024,5,Aktif,3.4,86,78.9,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
24010013,Dandi Lestari,L,S1 Informatika,2024,5,Aktif,3.04,88,88.2,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
24010014,Aditya Wibowo,L,S1 Informatika,2024,5,Aktif,3.44,70,91.7,8,8500000,0,Lunas,Dr. Arief Rahman
24010015,Anisa Wijaya,P,S1 Informatika,2024,5,Aktif,3.63,78,88.9,1,500000,0,Lunas,"Nur Aisyah, M.Sc"
24010016,Anisa Lestari,P,S1 Informatika,2024,5,Aktif,3.14,76,76.9,8,8500000,0,Lunas,Dr. Arief Rahman
24010017,Rizky Santoso,L,S1 Informatika,2024,5,Aktif,4.0,86,97.3,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24010018,Rizky Nugroho,L,S1 Informatika,2024,5,Aktif,3.49,81,79.8,8,8500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24010019,Cahaya Permata,P,S1 Informatika,2024,5,Aktif,3.59,68,92.4,5,4600000,4600000,Menunggak,Dr. Sri Wahyuni
24010020,Naufal Wijaya,L,S1 Informatika,2024,5,Non-Aktif,3.24,73,82.1,5,4600000,4600000,Menunggak,Dr. Sri Wahyuni
24010021,Cahaya Setiawan,P,S1 Informatika,2024,5,Aktif,3.11,73,82.9,7,7000000,7000000,Menunggak,"Yuni Kartika, M.T"
24010022,Bimo Permata,L,S1 Informatika,2024,5,Aktif,3.07,82,78.3,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
24010023,Joko Syahputra,L,S1 Informatika,2024,5,Aktif,3.03,71,85.1,2,1000000,0,Lunas,Dr. Arief Rahman
24010024,Zahra Permata,P,S1 Informatika,2024,5,Aktif,3.28,77,83.5,7,7000000,0,Lunas,"Dwi Handayani, M.Kom"
24010025,Ahmad Firmansyah,L,S1 Informatika,2024,5,Aktif,3.93,75,97.4,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24010026,Galih Halim,L,S1 Informatika,2024,5,Aktif,2.91,79,75.0,8,8500000,0,Lunas,"Yuni Kartika, M.T"
24010027,Reza Nugroho,L,S1 Informatika,2024,5,Aktif,3.33,82,86.0,4,3500000,3500000,Menunggak,"Nur Aisyah, M.Sc"
24010028,Sinta Wibowo,P,S1 Informatika,2024,5,Aktif,2.76,81,67.4,5,4600000,4600000,Menunggak,"Yuni Kartika, M.T"
24010029,Gilang Maulana,L,S1 Informatika,2024,5,Aktif,2.66,77,81.6,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
24010030,Oktavia Permata,P,S1 Informatika,2024,5,Aktif,4.0,73,85.0,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
24010031,Gilang Rahmawati,L,S1 Informatika,2024,5,Aktif,3.41,78,78.0,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
24010032,Bayu Setiawan,L,S1 Informatika,2024,5,Aktif,3.7,74,92.2,3,2400000,0,Lunas,"Hendra Gunawan, M.Kom"
24010033,Dandi Pratama,L,S1 Informatika,2024,5,Aktif,3.62,84,79.1,3,2400000,0,Lunas,"Yuni Kartika, M.T"
24010034,Sinta Wibowo,P,S1 Informatika,2024,5,Aktif,3.0,72,64.2,7,7000000,3500000,Cicilan,"Nur Aisyah, M.Sc"
24010035,Dandi Permata,L,S1 Informatika,2024,5,Aktif,3.33,77,84.6,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
24010036,Umar Firmansyah,L,S1 Informatika,2024,5,Aktif,3.46,79,89.3,5,4600000,0,Lunas,Dr. Sri Wahyuni
24010037,Dandi Permata,L,S1 Informatika,2024,5,Aktif,2.77,74,72.4,1,500000,0,Lunas,"Nur Aisyah, M.Sc"
24010038,Indah Firmansyah,P,S1 Informatika,2024,5,Aktif,3.3,86,84.2,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
24010039,Nadia Lestari,P,S1 Informatika,2024,5,Aktif,3.21,68,65.2,1,500000,0,Lunas,"Dwi Handayani, M.Kom"
24010040,Rizky Nugroho,L,S1 Informatika,2024,5,Aktif,2.56,79,77.8,4,3500000,7000000,Menunggak,Dr. Sri Wahyuni
24010041,Zahra Nugroho,P,S1 Informatika,2024,5,Aktif,3.6,72,91.4,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
24010042,Gilang Firmansyah,L,S1 Informatika,2024,5,Aktif,2.7,65,81.6,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
24010043,Aditya Firmansyah,L,S1 Informatika,2024,5,Aktif,2.99,89,79.4,7,7000000,0,Lunas,"Hendra Gunawan, M.Kom"
24010044,Yusuf Nugroho,L,S1 Informatika,2024,5,Aktif,2.71,82,75.8,4,3500000,0,Lunas,Dr. Sri Wahyuni
24010045,Gita Saputra,P,S1 Informatika,2024,5,Aktif,3.68,73,91.0,7,7000000,0,Lunas,Dr. Sri Wahyuni
24010046,Melati Wijaya,P,S1 Informatika,2024,5,Aktif,3.7,78,89.2,5,4600000,0,Lunas,"Yuni Kartika, M.T"
24010047,Anisa Kusuma,P,S1 Informatika,2024,5,Aktif,3.6,89,74.9,7,7000000,7000000,Menunggak,"Hendra Gunawan, M.Kom"
24010048,Citra Hakim,P,S1 Informatika,2024,5,Aktif,3.21,84,86.0,8,8500000,0,Lunas,"Rizal Fadhillah, M.T"
24010049,Dandi Lestari,L,S1 Informatika,2024,5,Aktif,3.82,79,91.3,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
24010050,Melati Wibowo,P,S1 Informatika,2024,5,Aktif,4.0,80,91.3,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
24010051,Lutfi Utami,L,S1 Informatika,2024,5,Aktif,3.56,69,92.9,1,500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24010052,Zahra Kusuma,P,S1 Informatika,2024,5,Aktif,3.31,82,91.5,8,8500000,0,Lunas,"Hendra Gunawan, M.Kom"
24010053,Tiara Hidayat,P,S1 Informatika,2024,5,Aktif,2.95,72,66.7,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
24010054,Yusuf Halim,L,S1 Informatika,2024,5,Cuti,4.0,80,91.3,7,7000000,3500000,Cicilan,"Ir. Bambang Setyo, M.Kom"
24010055,Dimas Hakim,L,S1 Informatika,2024,5,Non-Aktif,3.25,73,82.3,1,500000,250000,Cicilan,"Nur Aisyah, M.Sc"
24010056,Dimas Saputra,L,S1 Informatika,2024,5,Aktif,4.0,77,94.8,3,2400000,0,Lunas,"Yuni Kartika, M.T"
24010057,Rani Pratama,P,S1 Informatika,2024,5,Aktif,3.63,82,91.2,4,3500000,0,Lunas,"Yuni Kartika, M.T"
24010058,Galih Santoso,L,S1 Informatika,2024,5,Aktif,3.6,75,85.9,8,8500000,0,Lunas,Dr. Sri Wahyuni
24010059,Salsabila Syahputra,P,S1 Informatika,2024,5,Aktif,2.19,77,74.5,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
24010060,Yusuf Pratama,L,S1 Informatika,2024,5,Aktif,3.03,73,79.8,3,2400000,0,Lunas,Dr. Arief Rahman
24010061,Melati Kusuma,P,S1 Informatika,2024,5,Aktif,2.24,71,71.6,2,1000000,0,Lunas,"Yuni Kartika, M.T"
24010062,Ayu Setiawan,P,S1 Informatika,2024,5,Aktif,3.92,86,93.5,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
24010063,Bimo Saputra,L,S1 Informatika,2024,5,Aktif,3.37,76,77.5,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
24010064,Citra Firmansyah,P,S1 Informatika,2024,5,Aktif,3.41,81,82.2,4,3500000,1750000,Cicilan,"Dwi Handayani, M.Kom"
24010065,Dandi Santoso,L,S1 Informatika,2024,5,Aktif,2.92,76,90.1,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
24010066,Farah Hidayat,P,S1 Informatika,2024,5,Non-Aktif,3.38,68,92.9,4,3500000,3500000,Menunggak,Dr. Arief Rahman
24010067,Dandi Setiawan,L,S1 Informatika,2024,5,Aktif,3.23,68,93.1,5,4600000,4600000,Menunggak,Dr. Sri Wahyuni
24010068,Gita Santoso,P,S1 Informatika,2024,5,Aktif,3.13,74,81.1,2,1000000,0,Lunas,"Hendra Gunawan, M.Kom"
24010069,Reza Syahputra,L,S1 Informatika,2024,5,Aktif,3.16,88,84.5,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
24010070,Indah Halim,P,S1 Informatika,2024,5,Aktif,2.49,80,74.8,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
24010071,Laras Halim,P,S1 Informatika,2024,5,Aktif,2.9,76,76.0,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
24010072,Yusuf Setiawan,L,S1 Informatika,2024,5,Aktif,2.52,75,79.6,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24010073,Gita Lestari,P,S1 Informatika,2024,5,Aktif,4.0,90,82.7,4,3500000,0,Lunas,Dr. Arief Rahman
24010074,Lutfi Wijaya,L,S1 Informatika,2024,5,Aktif,3.83,86,88.6,8,8500000,8500000,Menunggak,"Nur Aisyah, M.Sc"
24030001,Putri Firmansyah,P,S1 Sains Data,2024,5,Aktif,3.78,80,96.6,1,500000,0,Lunas,Dr. Arief Rahman
24030002,Salsabila Utami,P,S1 Sains Data,2024,5,Aktif,2.83,90,72.9,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
